schema_name,table_name,row_json
public,app_admins,"{""note"":""Hlavní admin aplikace"",""user_id"":""fd2bcfac-6ca3-40b6-a472-de9677499ea6"",""created_at"":""2025-11-28T05:45:36.134433+00:00""}"
public,bank_accounts,"{""id"":""eaeb6bf8-e081-47f2-afc8-5cddfeab8023"",""iban"":null,""note"":null,""label"":""firemní"",""swift"":null,""bank_id"":""82fcef14-0eec-4cef-81dd-5533ccbe70c9"",""created_at"":""2026-01-07T22:10:37.505788+00:00"",""subject_id"":""fd2bcfac-6ca3-40b6-a472-de9677499ea6"",""updated_at"":""2026-01-07T22:10:37.505788+00:00"",""is_archived"":false,""account_number"":""889867329""}"
public,bank_accounts,"{""id"":""f4862010-b093-4b70-9c38-924df1f53feb"",""iban"":""CZ1008000000002815468113"",""note"":null,""label"":""Česká spořitelna"",""swift"":""GIBACZPX"",""bank_id"":""82fcef14-0eec-4cef-81dd-5533ccbe70c9"",""created_at"":""2026-02-10T09:27:53.352158+00:00"",""subject_id"":""fd2bcfac-6ca3-40b6-a472-de9677499ea6"",""updated_at"":""2026-02-10T09:27:53.352158+00:00"",""is_archived"":false,""account_number"":""2815468113""}"
public,bank_accounts,"{""id"":""1d1c4116-c72e-45b8-aba9-f22711e1258b"",""iban"":null,""note"":null,""label"":""mBabnk"",""swift"":null,""bank_id"":""05ae4caa-2794-4e64-9c87-4e95bb4d1c29"",""created_at"":""2026-02-10T09:32:53.389443+00:00"",""subject_id"":""fd2bcfac-6ca3-40b6-a472-de9677499ea6"",""updated_at"":""2026-02-10T09:32:53.389443+00:00"",""is_archived"":false,""account_number"":""670100-2208942530""}"
public,bank_list,"{""id"":""82fcef14-0eec-4cef-81dd-5533ccbe70c9"",""swift"":""GIBACZPX"",""bank_code"":""0800"",""bank_name"":""Česká spořitelna, a.s."",""created_at"":""2026-01-07T06:08:42.321036+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""6e86f7d3-4477-48c5-b342-62f468f59f9d"",""swift"":""FIOBCZPP"",""bank_code"":""2010"",""bank_name"":""Fio banka, a.s."",""created_at"":""2026-01-07T06:08:42.321036+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""83d9f491-ce97-4717-a45c-30b38917ea12"",""swift"":""CITFCZPP"",""bank_code"":""2060"",""bank_name"":""Citfin, spořitelní družstvo"",""created_at"":""2026-01-07T06:08:42.321036+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""d555979c-88e1-4777-be0d-4a5bbc3f81ce"",""swift"":""MPUBCZPP"",""bank_code"":""2070"",""bank_name"":""TRINITY BANK a.s."",""created_at"":""2026-01-07T06:08:42.321036+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""0b6b9a18-40d2-439e-861e-fdcc7d52d197"",""swift"":""ARTTCZPP"",""bank_code"":""2220"",""bank_name"":""Artesa, spořitelní družstvo"",""created_at"":""2026-01-07T06:08:42.321036+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""5c4832d2-93c8-45b8-835d-07acaf6d4080"",""swift"":""CTASCZ22"",""bank_code"":""2250"",""bank_name"":""Banka CREDITAS a.s."",""created_at"":""2026-01-07T06:08:42.321036+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""f0f89250-fd8c-4799-bb1d-5b8e338e2b94"",""swift"":""CITICZPX"",""bank_code"":""2600"",""bank_name"":""Citibank Europe plc, organizační složka"",""created_at"":""2026-01-07T06:08:42.321036+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""dc683af9-cbc4-4d53-a044-879a74ded6c0"",""swift"":""BACXCZPP"",""bank_code"":""2700"",""bank_name"":""UniCredit Bank Czech Republic and Slovakia, a.s."",""created_at"":""2026-01-07T06:08:42.321036+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""8c8d4bec-a4a8-4ee3-a23c-ec9d01507540"",""swift"":""AIRACZPP"",""bank_code"":""3030"",""bank_name"":""Air Bank a.s."",""created_at"":""2026-01-07T06:08:42.321036+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""034972c7-18cc-4461-99bf-e5928b1e2a2e"",""swift"":""BPKOCZPP"",""bank_code"":""3060"",""bank_name"":""PKO BP S.A., Czech Branch"",""created_at"":""2026-01-07T06:08:42.321036+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""713a9aaf-c2b3-485c-88ef-43fb151fac5c"",""swift"":""INGBCZPP"",""bank_code"":""3500"",""bank_name"":""ING Bank N.V."",""created_at"":""2026-01-07T06:08:42.321036+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""ee237d7f-5d1a-4afc-94dc-27d606436b8d"",""swift"":""NROZCZPP"",""bank_code"":""4300"",""bank_name"":""Národní rozvojová banka, a.s."",""created_at"":""2026-01-07T06:08:42.321036+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""b9758b24-502d-4260-9362-b8cc6305e197"",""swift"":""RZBCCZPP"",""bank_code"":""5500"",""bank_name"":""Raiffeisenbank a.s."",""created_at"":""2026-01-07T06:08:42.321036+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""5e81982c-a6f7-4b5d-bc0f-2b024c5d9341"",""swift"":""JTBPCZPP"",""bank_code"":""5800"",""bank_name"":""J&T BANKA, a.s."",""created_at"":""2026-01-07T06:08:42.321036+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""4825ee22-aff7-4397-84be-2e5928e4253d"",""swift"":""PMBPCZPP"",""bank_code"":""6000"",""bank_name"":""PPF banka a.s."",""created_at"":""2026-01-07T06:08:42.321036+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""05ae4caa-2794-4e64-9c87-4e95bb4d1c29"",""swift"":""BREXCZPP"",""bank_code"":""6210"",""bank_name"":""mBank S.A., organizační složka"",""created_at"":""2026-01-07T06:08:42.321036+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
